4,4,4,4,4,10,10,10,10,10,21,21,21,21,21,36,36,36,36,36,60,60,60,60,60
,,0.003290757,0.04249373,0.01294165,,0.1717907,,0.03352418,0.04668949,,0.07470211,0.05006324,,,,,,,,,0.3773129,0.5900293,0.6709888,
,,0.001650876,0.01643511,0.01350806,,,,0.006564085,,,,,,,,,,,,,0.1996552,0.5537143,0.3632509,
,,0.005865103,0.01643511,0.03125627,,,,0.02568558,0.04088725,,,,,,,,,,,,0.2544779,0.2998649,0.1248685,
,,0.009529107,0.02927033,0.02283052,,0.03153761,,0.02569305,,,,0.01534442,,,,,,,,,0.4338346,0.3901413,0.5116318,
,,0.005810952,0.01471763,0.04608408,,,,0.006715957,0.01669383,,0.05808878,,,,,,,,,,0.3183704,0.2930701,0.7520251,
,,0.003879362,0.01833807,0.01326407,,,,0.006889821,,,,,,,,,,,,,0.4245912,0.4284177,0.5237511,
,,0.006602883,0.02140724,0.0242816,,,,0.01261903,0.00577091,,,0.007460583,,,,,,,,,0.294278,0.4532719,0.3374188,
,,0.001159576,0.009327648,0.006179842,,,,0.01043577,,,,,,,,,,,,,0.2697076,0.2322982,0.6831852,
,,0.003608608,0.009557116,0.009500476,,0.02658706,,0.02323302,0.02813814,,,,,,,,,,,,0.4731654,0.580269,,
,,0.001967483,0.02379196,0.006365532,,,,,,,,0.04602537,,,,,,,,,0.133954,0.5190516,,
,,0.002664805,0.02671984,0.008824523,,,,0.01237193,0.04198417,,,,,,,,,,,,0.2331105,,,
,,0.007097088,0.07311534,0.04318068,,,,0.02683955,0.01122044,,,,,,,,,,,,0.6674572,,,
,,0.001701708,0.006869696,0.1346799,,0.007853333,,0.01964453,,,,0.009487612,,,,,,,,,0.4550296,,,
,,0.001755651,0.02832756,0.09372339,,,,0.006093948,0.01094823,,,,,,,,,,,,0.4791558,,,
,,0.002678084,0.02176576,0.03767015,,,,,,,,,,,,,,,,,0.4351397,,,
,,0.00316067,0.1138978,0.0300801,,,,0.005415712,0.01626228,,,0.0831731,,,,,,,,,0.3312143,,,
,,0.002434923,0.108552,0.02651651,,0.01803744,,0.02749828,,,,,,,,,,,,,0.3312143,,,
,,0.003351547,0.006500183,0.009251506,,,,,0.02059705,,,,,,,,,,,,0.150903,,,
,,0.00619976,0.1209248,0.02974669,,,,0.01663823,,,,0.01597161,,,,,,,,,0.1441364,,,
,,0.008764355,0.03052306,0.03038177,,,,,,,,,,,,,,,,,0.2458789,,,
,,0.01361159,0.0380241,0.04296407,,0.007571375,,0.025997,,,,,,,,,,,,,0.2712184,,,
,,0.003598649,0.02290438,0.04190595,,,,,0.005452021,,,,,,,,,,,,0.1639905,,,
,,0.004129785,0.01099865,0.02143069,,,,0.00301523,,,0.03826166,,,,,,,,,,0.3864846,,,
,,0.01285264,0.01303439,0.01822333,,0.001703367,,0.03059111,0.003191999,,,0.02491543,,,,,,,,,0.3286252,,,
,,0.00745021,0.2158233,0.02897634,,,,0.005776304,,,,,,,,,,,,,0.1922793,,,
,,0.005795184,,0.01617535,,,,0.005776304,0.005286871,,,,,,,,,,,,,,,
,,0.01109222,,0.01214474,,,,,,,,0.03825751,,,,,,,,,,,,
,,0.02151596,,0.0205429,,0.0170565,,0.006603713,,,0.02254918,,,,,,,,,,,,,
,,0.007624489,,0.009629317,,,,0.03315301,,,,,,,,,,,,,,,,
,,0.008638211,,0.02110661,,,,0.04914703,,,,0.05895664,,,,,,,,,,,,
,,0.002493846,,0.08865146,,,,0.0218919,,,,,,,,,,,,,,,,
,,0.001812292,,0.01920324,,0.01572824,,0.03695893,,,,,,,,,,,,,,,,
,,0.002062921,,0.0102312,,,,0.02579927,,,0.02404943,0.08835125,,,,,,,,,,,,
,,0.001226383,,0.0348375,,,,,,,,,,,,,,,,,,,,
,,0.003587445,,0.02766115,,,,,,,,,,,,,,,,,,,,
,,0.003044899,,0.01349042,,,,,,,,0.04120884,,,,,,,,,,,,
,,0.01911714,,0.03140919,,0.01614465,,,,,,,,,,,,,,,,,,
,,0.009478482,,0.04340392,,,,,,,0.132851,,,,,,,,,,,,,
,,0.0168984,,0.006764921,,,,,,,,0.09998166,,,,,,,,,,,,
,,0.001868102,,0.01578364,,,,,,,,,,,,,,,,,,,,
,,0.002865433,,0.004332695,,0.02346352,,,,,,0.01475623,,,,,,,,,,,,
,,0.004770881,,0.008766845,,,,,,,0.1111291,,,,,,,,,,,,,
,,0.002988881,,0.06720521,,,,,,,,,,,,,,,,,,,,
,,0.001463734,,0.03924488,,,,,,,,,,,,,,,,,,,,
,,0.002160227,,0.03891686,,,,,,,,,,,,,,,,,,,,
,,0.02142903,,0.03125441,,0.04891839,,,,,,,,,,,,,,,,,,
,,0.003552797,,0.02372391,,,,,,,0.02624306,,,,,,,,,,,,,
,,,,0.04161258,,,,,,,,,,,,,,,,,,,,
,,,,0.006800192,,,,,,,,,,,,,,,,,,,,
,,,,0.05191204,,0.03277955,,,,,,,,,,,,,,,,,,
,,,,0.005212595,,0.006349764,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.01024738,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0.005137489,,,,,,,,,,,,,,,,,,
,,,,,,0.004909682,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,0.01000796,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
